,mode,count,acousticness,artists,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key
5614,1,1,0.00558,Daniel Everidge,0.7020000000000001,225933.0,0.77,0.000802,0.211,-9.411,0.128,118.034,0.235,72.0,7
5623,1,2,0.285,Daniel Levi,0.458,207069.0,0.696,0.0,0.123,-4.742,0.0402,174.141,0.418,76.0,11
5682,1,6,0.20906666666666665,Danny Ocean,0.773,207244.0,0.7520000000000001,0.0,0.07093333333333332,-7.029,0.059733333333333326,109.20866666666666,0.341,74.0,1
5706,1,12,0.28784166666666666,Darell,0.8203333333333335,306218.41666666674,0.7261666666666667,0.0005267291666666668,0.16261666666666666,-4.3646666666666665,0.2047,137.451,0.6164166666666667,74.0,0
5724,0,1,0.155,Darkiel,0.894,335737.0,0.721,0.0,0.154,-5.829,0.258,107.963,0.392,67.0,4
5733,1,2,0.897,Darondo,0.463,209160.0,0.382,0.263,0.108,-11.682,0.0278,74.57300000000002,0.638,65.0,5
5770,1,2,0.338,Dave Bascombe,0.623,257316.0,0.7390000000000001,1.88e-05,0.109,-8.116,0.0244,95.007,0.642,65.0,7
5812,1,13,0.32600769230769233,Daveed Diggs,0.673923076923077,195096.15384615387,0.4938461538461538,0.0,0.2552153846153846,-9.271769230769232,0.4045923076923077,126.24153846153843,0.5287692307692308,70.30769230769229,11
5923,0,2,0.345,David Santos,0.595,200450.0,0.728,1.14e-05,0.109,-6.6770000000000005,0.0471,126.919,0.7140000000000001,72.0,10
5962,1,15,0.19092666666666666,Daya,0.6416,210392.73333333328,0.7585333333333334,0.012748437333333336,0.20711999999999994,-4.579866666666667,0.1032933333333333,123.66346666666666,0.38606666666666656,68.26666666666667,11
5964,1,6,0.1093,Dayglow,0.6806666666666666,232779.66666666663,0.7306666666666667,0.5764316666666667,0.30566666666666664,-8.630333333333333,0.03286666666666666,134.98800000000003,0.743,74.0,7
5968,1,1,0.00903,Dayvi,0.745,189818.0,0.972,0.465,0.297,-3.506,0.0774,128.031,0.556,77.0,7
5972,1,2,0.199,Dbangz,0.904,90331.0,0.454,0.0,0.104,-9.234,0.452,135.942,0.736,69.0,1
6009,1,16,0.635625,Dean Lewis,0.577375,203881.875,0.5119999999999999,4.498750000000002e-06,0.13335,-8.04225,0.0444,115.61275,0.4006250000000001,71.375,11
6022,1,3,0.043034,Death Stranding: Timefall,0.38666666666666666,244097.0,0.6476666666666667,7.126666666666666e-05,0.14700000000000002,-6.468333333333334,0.18366666666666667,164.40433333333337,0.38,69.33333333333333,1
6042,1,8,0.061415,Declan McKenna,0.6032500000000001,236670.25,0.7017499999999999,8.6725e-06,0.09435,-5.670250000000001,0.032725000000000004,120.42675,0.51175,66.75,4
6097,1,2,0.956,Delle Alpi,0.261,158424.0,0.0257,0.878,0.111,-25.711,0.0406,72.32300000000002,0.0795,65.0,1
6140,0,4,0.358,Dennis Lloyd,0.617,176259.5,0.5485,6.45e-06,0.2555,-6.928,0.12555,108.0445,0.16415,70.5,5
6163,0,16,0.14627500000000002,Dermot Kennedy,0.530875,206716.875,0.6809999999999999,0.0005426875000000002,0.14082500000000006,-6.469375,0.0889875,144.26787499999998,0.4109999999999999,68.625,8
6179,0,7,0.07810000000000003,Desiigner,0.6532857142857144,268953.14285714284,0.7574285714285713,0.0,0.4101714285714285,-3.772285714285714,0.18582857142857145,139.41671428571428,0.35471428571428565,67.85714285714286,6
6181,0,2,0.246,Desireless,0.606,266600.0,0.913,0.006959999999999999,0.34,-6.039,0.0351,123.58,0.838,66.0,8
6191,0,2,0.21600000000000005,Destroy Boys,0.457,157440.0,0.943,0.000245,0.206,-5.271,0.0768,101.837,0.373,67.0,1
6207,1,2,0.96,Devansh Tushar,0.163,178823.0,0.0145,0.951,0.0917,-29.97300000000001,0.0508,131.10299999999998,0.039,65.0,2
6215,1,6,0.5016666666666667,Devin Dawson,0.527,200715.66666666663,0.5359999999999999,0.0,0.19240000000000004,-9.015666666666666,0.05276666666666669,115.992,0.539,68.66666666666667,5
6314,1,5,0.16176,Digital Farm Animals,0.7076,186993.8,0.6728,0.0,0.25944,-4.713,0.08592000000000001,98.0152,0.6576000000000001,74.4,5
6319,1,2,0.512,Dijon,0.674,230625.0,0.616,2.1e-06,0.331,-3.471,0.0272,94.934,0.551,69.0,7
6362,0,2,0.0215,Dina Rae,0.802,350320.0,0.755,0.0,0.295,-3.138,0.0564,130.02700000000002,0.58,72.0,4
6388,1,38,0.11188763157894736,Diplo,0.620842105263158,194852.18421052632,0.7460526315789475,0.04199896868421052,0.190857894736842,-5.636973684210527,0.10472105263157892,131.76381578947368,0.4728947368421053,66.94736842105263,1
6412,0,2,0.0389,Disciples,0.738,212640.0,0.868,0.00171,0.388,-4.373,0.0731,122.003,0.336,77.0,11
6436,1,5,0.09840000000000004,Dixie D’Amelio,0.6516,179800.8,0.7213999999999999,2.24e-07,0.1692,-3.5800000000000005,0.08208000000000001,102.3818,0.5870000000000001,75.0,9
6480,1,2,0.000235,Doe Boy,0.618,217587.0,0.4,0.0,0.738,-9.776,0.0734,75.047,0.133,69.0,1
6485,1,40,0.19169125000000006,Doja Cat,0.754375,207770.8,0.6609999999999999,0.0021764077500000013,0.16009750000000006,-5.2179,0.10196000000000002,124.90100000000002,0.5097999999999999,73.375,11
6490,0,1,0.0714,DollarMan,0.893,245467.0,0.823,0.0,0.0509,-3.708,0.122,128.009,0.902,66.0,5
6512,0,1,0.0102,Dominic Cooper,0.705,269440.0,0.738,0.000189,0.308,-5.402,0.0289,133.02700000000002,0.504,67.0,5
6513,0,14,0.3521428571428572,Dominic Fike,0.7712142857142859,157673.92857142858,0.5530714285714285,0.00013215499999999998,0.09604999999999997,-6.288785714285715,0.08859999999999997,125.07121428571428,0.6815714285714286,69.0,7
6558,1,1,0.003820000000000001,Don Q,0.904,180935.0,0.672,3e-06,0.138,-6.544,0.197,139.984,0.398,70.0,1
6568,0,28,0.2701578571428572,Don Toliver,0.7117142857142857,187397.8928571429,0.5933928571428569,0.024070370714285715,0.17490714285714293,-7.066571428571428,0.07621785714285714,129.4935714285714,0.4813428571428572,73.42857142857143,1
6603,1,2,0.627,Donna Lewis,0.7440000000000001,239960.0,0.453,0.421,0.0898,-11.977,0.0348,103.773,0.122,69.0,5
6617,1,2,0.53,Donnie Trumpet & The Social Experiment,0.511,226014.0,0.596,0.0,0.0798,-6.56,0.224,158.063,0.5539999999999999,67.0,0
6623,1,2,0.764,Donovan Woods,0.606,203870.0,0.349,0.306,0.112,-13.967,0.0319,80.071,0.156,65.0,4
6707,1,6,0.002029666666666667,Dr. Alban,0.7346666666666666,251542.33333333328,0.8596666666666666,0.1276766666666667,0.22076666666666667,-8.013,0.0459,127.36666666666667,0.7673333333333333,65.0,7
6740,0,2,0.00725,Drama B,0.495,276000.0,0.8340000000000001,4e-05,0.126,-4.731,0.0967,150.049,0.247,65.0,4
6748,1,2,0.325,Drax Project,0.5475,200340.5,0.5920000000000001,0.0,0.17150000000000004,-5.6374999999999975,0.09300000000000001,147.388,0.34700000000000003,67.5,3
6751,1,1,0.888,Dre'es,0.662,255466.0,0.297,0.108,0.119,-14.525,0.0301,94.023,0.434,66.0,8
6757,0,4,0.9785,Dream Shard,0.2220000000000001,141306.5,0.6435,0.7115000000000001,0.109,-32.0435,0.06685,130.93,0.016235,67.0,10
6764,1,6,0.2281,Dreamville,0.7305,229802.33333333328,0.6635,7.933333333333334e-07,0.15511666666666665,-5.809833333333334,0.3366666666666667,130.04666666666668,0.4175,67.0,0
6776,1,2,0.26,DripReport,0.903,106000.0,0.327,0.011,0.108,-9.727,0.0877,100.008,0.274,79.0,1
6795,0,58,0.12258948275862068,Dua Lipa,0.6933620689655173,206251.0,0.6950862068965517,0.00011044189655172417,0.18038965517241384,-5.029241379310343,0.08810517241379309,116.53817241379309,0.578793103448276,72.67241379310343,6
6820,0,3,0.005503333333333335,Duke Dumont,0.6693333333333333,232745.33333333328,0.7323333333333334,0.003082,0.1077,-5.953333333333332,0.0404,116.963,0.5256666666666666,68.0,8
6827,1,2,0.21195000000000008,Duki,0.7390000000000001,293356.5,0.7140000000000001,0.0,0.09905,-4.0785,0.0572,134.526,0.5255000000000001,73.5,1
6836,0,2,0.818,Duncan Laurence,0.45,183624.0,0.329,0.00109,0.135,-12.603,0.0441,71.884,0.266,81.0,9
6859,1,2,0.0323,Dustystaytrue,0.509,154802.0,0.614,0.0,0.0723,-8.89,0.358,173.93400000000003,0.456,72.0,10
6861,0,2,0.0138,Dutchman,0.812,145625.0,0.71,0.0,0.132,-6.3210000000000015,0.327,84.963,0.805,66.0,10
6866,1,2,0.29,Dwayne Johnson,0.7879999999999999,163893.0,0.745,0.0,0.0373,-7.072,0.258,135.278,0.672,74.0,5
6885,0,2,0.125,Dyl,0.86,207912.0,0.7190000000000001,0.0,0.0799,-4.325,0.33,160.049,0.496,67.0,11
6886,1,8,0.15845,Dylan Brady,0.61925,126605.25,0.59575,0.0,0.37175,-6.587999999999999,0.2125,114.87475,0.78125,68.0,6
6888,1,6,0.3973,Dylan Matthew,0.4716666666666667,243599.0,0.4316666666666665,0.00017640333333333335,0.13833333333333336,-8.806666666666667,0.03373333333333333,146.45366666666666,0.19606666666666664,67.66666666666667,6
6889,1,4,0.0914,Dylan Playfair,0.6025,221469.0,0.8915,0.0,0.34550000000000003,-5.4335,0.2685,134.94400000000002,0.6185,66.0,6
6899,1,1,0.17600000000000002,Dynoro,0.6940000000000001,184560.0,0.77,1.1e-05,0.118,-5.335,0.149,125.905,0.163,82.0,6
6900,1,2,0.0692,Dyo,0.797,188889.0,0.5670000000000001,0.0,0.0705,-7.502999999999999,0.0651,108.024,0.843,66.0,2
6901,0,3,0.13008,Dzeko,0.6843333333333333,182396.0,0.9086666666666666,0.000138,0.10353333333333332,-3.4603333333333333,0.05206666666666667,126.64566666666668,0.6643333333333333,70.33333333333333,5
6907,1,6,0.281,Dímelo Flow,0.7711666666666667,241117.83333333328,0.6505,0.0002648333333333333,0.06593333333333333,-4.2043333333333335,0.16418333333333332,161.27666666666667,0.5760000000000001,81.83333333333333,0
6943,0,14,0.6432857142857143,EDEN,0.4714285714285714,234948.0,0.4457857142857144,0.0010731428571428571,0.3154214285714285,-6.971357142857142,0.07857142857142857,117.27892857142857,0.3901428571428571,65.0,0
6957,0,6,0.011989,EVERGLOW,0.6096666666666667,209574.0,0.7946666666666666,0.0265,0.12906666666666666,-4.060666666666667,0.0717,143.9863333333334,0.5446666666666666,72.0,6
6958,1,16,0.07802500000000001,EXO,0.695875,199932.125,0.78575,6.012500000000001e-06,0.2355875000000001,-3.8380000000000014,0.05899999999999999,124.62225,0.653875,67.75,11
6963,0,2,0.214,Eamon,0.828,225107.0,0.653,3.25e-06,0.0404,-6.245,0.0653,68.507,0.575,65.0,0
7005,1,4,0.3371,Echosmith,0.6825,229127.0,0.5509999999999999,7.599999999999997e-06,0.1165,-7.3980000000000015,0.0299,110.0305,0.5389999999999999,67.5,6
7015,1,2,0.946,Ed Maverick,0.83,207400.0,0.159,2.02e-05,0.362,-14.461,0.0383,104.95,0.189,77.0,1
7018,1,145,0.41467293103448266,Ed Sheeran,0.6639931034482754,240009.31034482762,0.4971075862068965,0.00024569613793103443,0.17684551724137912,-8.051875862068965,0.07795241379310347,103.1659793103448,0.5090551724137927,66.23448275862069,8
7023,0,2,0.1,Edda Hayes,0.14,204587.0,0.478,0.000112,0.105,-10.145,0.0484,185.121,0.0412,75.0,1
7103,1,2,0.279,Edicion Especial,0.583,255402.0,0.8190000000000001,0.0,0.134,-4.2360000000000015,0.0603,171.05599999999995,0.883,66.0,0
7114,1,2,0.982,Edith Whiskers,0.725,195359.0,0.199,0.00395,0.1,-12.478,0.0357,120.031,0.264,74.0,2
7200,1,7,0.15572857142857144,El Alfa,0.8087142857142856,221866.1428571429,0.8385714285714286,0.005873714285714286,0.11811428571428573,-3.997142857142857,0.13881428571428572,119.50871428571428,0.6101428571428571,76.42857142857143,11
7208,0,2,0.16899999999999998,El Chacal,0.7609999999999999,252003.0,0.8290000000000001,0.0,0.189,-3.2030000000000003,0.0682,92.034,0.8140000000000001,70.0,0
7211,0,2,0.146,El Chaval de la Bachata,0.878,225387.0,0.875,0.0,0.145,-1.457,0.0452,130.019,0.903,65.0,11
7222,1,16,0.5510625000000001,El Fantasma,0.78425,175465.25,0.4419374999999999,0.00026079125,0.1530625,-5.327750000000001,0.09998750000000002,108.9395625,0.8697499999999999,67.0625,0
7227,1,2,0.39,El Guincho,0.882,161627.0,0.6890000000000001,0.00325,0.0501,-4.027,0.124,97.963,0.746,79.0,6
7255,0,4,0.27825,El de La Guitarra,0.7435,175343.0,0.493,0.00496,0.3465,-10.276000000000002,0.03845,122.512,0.925,67.0,7
7265,1,2,0.0944,Elderbrook,0.897,202845.0,0.569,0.644,0.108,-9.822,0.0529,114.981,0.415,65.0,8
7283,1,2,0.0724,Elena Coats,0.512,226330.0,0.526,0.0,0.0675,-5.44,0.0251,85.024,0.249,75.0,1
7304,1,2,0.921,Elina,0.65,173237.0,0.171,0.0,0.127,-9.005,0.0519,119.522,0.284,68.0,6
7327,0,1,0.382,Eliza Doolittle,0.593,282813.0,0.392,0.000114,0.131,-6.872000000000001,0.0257,75.065,0.25,67.0,10
7358,0,30,0.2418933333333333,Ella Mai,0.5862666666666666,216358.23333333328,0.5716333333333332,3.326666666666667e-06,0.15770666666666666,-6.389966666666668,0.13686333333333334,109.41136666666668,0.3605266666666668,65.66666666666667,4
7377,1,6,0.2833333333333334,Elley Duhé,0.5529999999999999,214522.0,0.8083333333333332,4.966666666666666e-07,0.09473333333333334,-3.263666666666667,0.057033333333333325,95.41433333333332,0.3646666666666667,67.33333333333333,6
7388,0,2,0.5710000000000001,Ellise,0.698,190000.0,0.611,5.3e-06,0.0587,-6.754,0.0686,130.09799999999998,0.507,69.0,10
7400,0,2,0.996,Elsa Greeve,0.212,177250.0,0.007490000000000002,0.931,0.0761,-29.575,0.0352,71.061,0.0985,65.0,2
7404,0,2,0.023,Else,0.792,209709.0,0.583,0.5820000000000001,0.0809,-8.305,0.027000000000000003,102.979,0.54,68.0,8
7445,0,2,0.196,Emelie Hollow,0.423,195840.0,0.634,0.0,0.189,-5.877000000000002,0.0578,150.97799999999995,0.467,77.0,6
7463,0,2,0.0686,Emilee,0.674,176547.0,0.774,0.00188,0.393,-7.567,0.0892,112.05,0.33,88.0,11
7474,1,2,0.557,Emily Falvey,0.787,172663.0,0.688,0.0,0.103,-7.285,0.0449,99.977,0.7120000000000001,70.0,5
7495,1,1,0.6409999999999999,Emmanuele,0.276,237467.0,0.5720000000000001,0.0,0.2,-7.818,0.0377,77.986,0.285,68.0,1
7508,0,2,0.006659999999999999,Emotional Oranges,0.696,215387.0,0.65,0.153,0.14,-5.7120000000000015,0.0326,91.997,0.5870000000000001,66.0,4
7512,0,2,0.0998,Empress Of,0.6940000000000001,189493.0,0.63,0.0006349999999999999,0.12,-6.84,0.162,90.045,0.341,67.0,7
7527,0,2,0.36,Engelwood,0.5670000000000001,115518.0,0.687,0.00293,0.474,-9.041,0.125,128.201,0.396,68.0,1
7554,0,1,0.639,Ensemble - Tangled,0.604,191413.0,0.541,0.0,0.16899999999999998,-7.377999999999999,0.0915,134.326,0.892,66.0,1
7575,1,1,0.388,Ephraim Sykes,0.82,173594.0,0.451,0.0,0.563,-10.177,0.461,88.566,0.665,65.0,9
7576,1,4,0.06955,Epic Soundscapes,0.096,272164.5,0.883,0.9345,0.7065,-17.5985,0.059799999999999985,87.69200000000002,0.00207,70.5,6
7590,0,2,0.993,Eric Badanti,0.418,161209.0,0.0368,0.944,0.0848,-24.304,0.0499,111.355,0.119,69.0,11
7618,1,2,0.496,Eric Reprid,0.815,179994.0,0.711,0.0,0.109,-4.2780000000000005,0.108,130.102,0.336,69.0,0
7630,1,2,0.569,Erica Banks,0.918,188735.0,0.434,3.14e-06,0.123,-9.541,0.173,109.997,0.75,65.0,9
7652,1,3,0.83,Erik Eriksson,0.0,84226.33333333331,0.002696666666666667,1.0,0.111,-28.170666666666666,0.0,0.0,0.0,72.33333333333333,8
7663,0,1,0.491,Erin Bloomer,0.746,174720.0,0.757,0.00124,0.0863,-6.0779999999999985,0.054000000000000006,124.992,0.499,74.0,5
7726,0,19,0.450578947368421,Eslabon Armado,0.5756842105263157,247581.3684210527,0.5917368421052632,2.778947368421052e-07,0.08633684210526317,-8.357368421052632,0.03696315789473685,121.92452631578944,0.7302631578947368,68.42105263157895,8
7791,0,2,0.0068200000000000005,Eurobeat Brony,0.6759999999999999,193776.0,0.835,3.04e-05,0.081,-4.382,0.044,104.987,0.8,70.0,8
7820,1,2,0.996,Ever So Blue,0.622,136000.0,0.0251,0.945,0.0902,-24.907,0.056,116.364,0.363,68.0,2
7828,0,2,0.00713,Everybody Loves an Outlaw,0.509,230613.0,0.448,0.0137,0.244,-7.552,0.0357,156.909,0.221,79.0,4
7854,0,2,0.0214,Extreme Music,0.526,255499.0,0.6890000000000001,0.0,0.106,-7.733,0.0324,72.93,0.284,66.0,5
7861,0,2,0.00491,Eyedress,0.474,122339.0,0.921,0.8590000000000001,0.476,-10.431,0.0457,93.007,0.696,65.0,9
7885,1,16,0.7869999999999999,FINNEAS,0.563875,221741.5,0.284,0.000443725,0.14970000000000006,-11.122625000000005,0.0794,132.96824999999998,0.3239125,70.25,5
7886,1,2,0.00181,FISHER,0.76,248036.0,0.964,0.703,0.0975,-5.8439999999999985,0.0577,125.003,0.643,76.0,2
7888,0,8,0.4890000000000001,FKJ,0.646375,276108.5,0.4897499999999999,0.013193225,0.098125,-8.29375,0.08402499999999999,100.186625,0.430125,65.875,11
7890,1,12,0.3192833333333333,FLETCHER,0.5784166666666667,199362.16666666663,0.6279166666666666,0.0006954566666666668,0.1829416666666667,-6.287666666666667,0.12305833333333335,124.83566666666668,0.4306666666666666,65.83333333333333,5
7894,0,1,0.0398,FRENSHIP,0.6829999999999999,237707.0,0.708,0.155,0.6859999999999999,-6.244,0.0305,92.991,0.355,70.0,5
7896,1,2,0.0291,FRND,0.652,191036.0,0.715,0.0,0.156,-5.919,0.0388,97.981,0.618,66.0,0
7912,1,4,0.1497,Fabricantes De Lluvia,0.05625,192903.0,0.2802,0.4515,0.6114999999999999,-31.4735,0.1116,59.1885,0.02445,67.5,1
7920,1,4,0.1805,Factorial FX,0.139,178694.5,0.2365,0.951,0.1855,-26.3405,0.0551,108.128,0.0335,68.0,10
7940,0,1,0.555,Falco van den Acker,0.838,195173.0,0.536,0.000376,0.111,-8.645,0.0478,104.988,0.107,69.0,1
7953,1,2,0.213,Family of the Year,0.341,190280.0,0.539,6.440000000000001e-05,0.109,-5.76,0.0265,174.56400000000005,0.267,67.0,5
7954,1,6,0.05586666666666668,Famous Dex,0.7866666666666665,174491.33333333337,0.6343333333333333,7.933333333333333e-05,0.389,-7.919,0.2276666666666666,148.94899999999996,0.5503333333333333,65.5,7
7966,0,5,0.10008,Faouzia,0.6096,188126.8,0.648,0.0,0.21914,-5.6138,0.05604,139.6798,0.5114,68.8,1
7973,0,52,0.1904659615384616,Farruko,0.7377307692307691,259150.26923076922,0.7057115384615386,5.395096153846154e-05,0.19992884615384607,-5.155980769230768,0.12477115384615385,129.32617307692306,0.6554807692307691,68.71153846153847,5
7986,1,2,0.065,Fatal,0.8590000000000001,276813.0,0.792,0.0,0.3,-4.007,0.141,103.201,0.7659999999999999,67.0,2
7989,1,4,0.32899999999999996,Fatboibari,0.56625,127901.75,0.39325,0.3417725,0.25015000000000004,-12.93325,0.1735,126.58874999999996,0.31675,65.75,6
8017,0,2,0.138,Faye Webster,0.73,202160.0,0.344,0.00128,0.134,-9.541,0.0394,142.129,0.5429999999999999,65.0,10
8037,0,7,0.3963285714285715,Feid,0.7181428571428571,306438.2857142857,0.6907142857142857,2.588571428571428e-06,0.1242,-5.406428571428572,0.22264285714285711,158.44857142857143,0.7158571428571429,76.42857142857143,11
8054,1,5,0.245,Felix Jaehn,0.7236,185542.4,0.7196,7.496e-06,0.1598,-5.862400000000001,0.041400000000000006,120.2244,0.6526,70.2,6
8141,1,2,0.0724,Filmore,0.8,193145.0,0.515,0.0,0.355,-5.431,0.0351,110.018,0.949,70.0,9
8145,0,2,0.563,Finding Hope,0.55,201951.0,0.147,0.00102,0.28600000000000003,-18.675,0.0404,81.991,0.0346,71.0,0
8184,1,2,0.132,Fito y Fitipaldis,0.718,254373.0,0.431,0.000165,0.0686,-8.736,0.0314,139.618,0.324,67.0,2
8193,1,10,0.11534400000000004,Fivio Foreign,0.7497,194378.9,0.6558999999999999,8.809999999999998e-07,0.15550000000000005,-5.8875,0.3339,136.8768,0.4026,68.1,1
8196,1,4,0.937,Fizzonaut,0.0,141230.5,0.00018,0.5775,0.1095,-21.251500000000004,0.0,0.0,0.0,70.0,5
8215,0,7,0.5221428571428571,Fleurie,0.4791428571428572,254202.42857142852,0.456142857142857,0.006292628571428573,0.16534285714285715,-9.160857142857145,0.12425714285714284,119.32142857142857,0.1930000000000001,66.14285714285714,9
8222,1,7,0.109,Flipp Dinero,0.7634285714285713,207657.7142857143,0.679,0.0,0.1862857142857143,-4.321714285714286,0.16877142857142854,131.61885714285714,0.7297142857142856,71.0,7
8226,1,14,0.11343428571428575,Flo Milli,0.8759999999999999,153570.2857142857,0.7024285714285714,0.0,0.13745714285714286,-5.554428571428571,0.2454285714285714,118.9962857142857,0.643,68.42857142857143,1
8281,1,2,0.643,Fools Garden,0.6629999999999999,191027.0,0.475,0.0,0.122,-8.834,0.0417,143.175,0.644,78.0,1
8313,0,6,0.7213333333333333,Fousheé,0.8183333333333334,123874.66666666669,0.5166666666666667,0.0,0.12,-6.836666666666666,0.37166666666666665,130.845,0.6956666666666665,78.33333333333333,4
8353,0,2,0.0185,Francesco Yates,0.636,219043.0,0.815,0.0,0.163,-5.098,0.0581,123.063,0.636,77.0,5
8442,0,1,0.0699,Frank Walker,0.759,176389.0,0.845,8.65e-05,0.215,-6.794,0.0421,124.0,0.6940000000000001,69.0,6
8539,1,15,0.14345200000000002,Freddie Dredd,0.8042666666666665,134556.93333333332,0.7981333333333335,0.14618133133333336,0.11514666666666665,-5.362133333333333,0.19762666666666664,134.67579999999998,0.7554,66.53333333333333,1
8597,0,2,0.41123999999999994,Fresh Water Sounds,0.0635,95162.0,0.47062600000000004,0.9325,0.4920000000000001,-16.914499999999997,0.02545,41.07199999999999,5e-06,67.0,9
8598,1,1,4.84e-05,Fresh Water Spa,0.0822,68011.0,0.8140000000000001,0.989,0.499,-24.379,0.0564,173.199,0.0298,66.0,1
8599,0,2,0.00627,Freshlyground,0.7659999999999999,202627.0,0.873,0.0,0.0764,-6.381,0.14300000000000002,126.988,0.743,77.0,11
8601,1,2,0.932,Freya Ridings,0.386,225853.0,0.136,0.0,0.0653,-9.267,0.0458,67.016,0.0976,72.0,6
8642,1,2,0.19,Fuego,0.8,188238.0,0.669,2.35e-05,0.0609,-12.898,0.0546,117.015,0.721,70.0,1
8644,1,10,0.4095999999999999,Fuerza Regida,0.6940000000000002,192343.8,0.6008000000000001,0.000330922,0.1077,-5.688,0.04186,123.164,0.9032,68.2,6
8648,0,1,0.0138,Fukkit,0.812,145625.0,0.71,0.0,0.132,-6.3210000000000015,0.327,84.963,0.805,66.0,10
8660,0,10,0.36444,Funk Wav,0.7866,227755.6,0.6923999999999999,6.5020000000000014e-06,0.14555999999999994,-4.0796,0.0742,103.7992,0.675,68.4,11
8671,0,2,0.0375,Fuse ODG,0.747,166138.0,0.877,0.000833,0.233,-3.782,0.0664,107.991,0.752,68.0,9
8725,0,2,0.00548,GFRIEND,0.621,199133.0,0.821,0.0005780000000000001,0.142,-3.662,0.0364,120.062,0.6459999999999999,77.0,6
8730,0,2,0.039,GIRIBOY,0.64,199216.0,0.7340000000000001,0.0,0.333,-4.67,0.0381,97.862,0.308,67.0,11
8737,1,2,0.0106,GRLwood,0.551,144109.0,0.953,0.474,0.118,-4.695,0.17,128.46200000000002,0.17600000000000002,69.0,0
8743,1,7,0.15702857142857146,Gabby Barrett,0.5651428571428572,216702.1428571429,0.5885714285714286,0.0,0.1275714285714286,-5.014142857142859,0.03504285714285714,90.7097142857143,0.44299999999999995,70.42857142857143,6
8763,1,2,0.622,Gaby Moreno,0.591,265307.0,0.672,0.0,0.112,-3.515,0.0375,139.939,0.267,74.0,5
8765,1,3,0.7053333333333334,Gael Garcia Bernal,0.5913333333333334,98074.33333333331,0.3492,8.906666666666666e-05,0.2513333333333333,-11.644666666666666,0.1047,114.90466666666669,0.5146666666666667,66.66666666666667,7
8775,0,2,0.5870000000000001,Gala,0.7040000000000001,213394.0,0.861,0.0615,0.0992,-4.221,0.0493,128.99,0.636,71.0,2
8778,0,15,0.03944866666666667,Galantis,0.6415333333333334,192032.26666666663,0.8647333333333334,0.012436693333333335,0.21534666666666666,-4.0566,0.06997333333333333,124.83153333333334,0.6314,69.13333333333334,6
8795,1,2,0.00413,Game of Thrones,0.507,211267.0,0.644,0.0,0.217,-7.485,0.0641,179.91299999999995,0.172,68.0,4
8802,0,2,0.435,Gang of Youths,0.223,422147.0,0.523,0.28300000000000003,0.225,-9.281,0.0466,179.83,0.15,67.0,0
8840,1,1,0.976,Gary Jules,0.345,189507.0,0.0581,0.000366,0.103,-17.217,0.0374,174.11700000000005,0.304,70.0,3
8899,1,2,0.944,Gemma Casimaty,0.187,164125.0,0.0911,0.921,0.104,-28.802,0.0489,66.282,0.359,71.0,0
8941,1,2,0.155,Gentle Rain Makers,0.262,147614.0,0.997,0.98,0.434,-15.892,0.0635,109.336,0.00298,67.0,1
8955,0,2,0.836,Geologic Of The Blue Scholars,0.794,215125.0,0.5710000000000001,0.0174,0.0918,-6.436,0.0521,90.03299999999999,0.632,66.0,11
8984,1,18,0.4118444444444444,George Ezra,0.6230000000000001,201531.22222222228,0.5881111111111111,0.0003192222222222221,0.15866666666666662,-7.049777777777778,0.03321111111111112,114.263,0.4845555555555556,69.33333333333333,5
9077,1,2,0.121,Georgia Ku,0.7,190302.0,0.872,7.08e-06,0.103,-5.896,0.0666,125.03,0.7609999999999999,75.0,10
9120,0,2,0.306,Gerardo Coronel,0.838,140236.0,0.482,0.0,0.0959,-5.273,0.0352,100.049,0.862,66.0,4
9163,1,1,0.0532,Ghetto Kids,0.847,171000.0,0.736,0.00014199999999999998,0.0302,-4.542,0.266,160.012,0.8759999999999999,72.0,1
9169,0,2,0.118,Ghost Loft,0.628,249288.0,0.629,0.0,0.102,-4.829,0.0485,157.99,0.3,69.0,6
9175,1,24,0.10042391666666667,Ghostemane,0.7845833333333333,143513.0,0.7147083333333333,0.11609303333333333,0.3409583333333333,-6.888791666666666,0.2760208333333333,130.00549999999996,0.2574,65.5,11
9217,0,2,0.179,Gigamesh,0.768,213293.0,0.82,0.0,0.7040000000000001,-4.63,0.0475,129.969,0.625,72.0,7
9222,1,12,0.07233333333333335,Gigi D'Agostino,0.6871666666666667,271195.5,0.8286666666666666,0.09904016666666664,0.1924,-6.0539999999999985,0.05886666666666668,133.16266666666664,0.6566666666666667,67.5,7
9227,0,1,0.41,Gigolo Y La Exce,0.715,227291.0,0.615,0.0,0.126,-5.475,0.0686,140.977,0.52,68.0,5
9272,1,2,0.703,Giorgia,0.5329999999999999,265585.0,0.456,0.0,0.18,-6.392,0.0265,136.11700000000002,0.289,65.0,2
9312,0,2,0.8390000000000001,Giovanny Ayala,0.732,201857.0,0.453,0.0,0.0838,-5.0760000000000005,0.0285,139.974,0.667,70.0,1
9327,1,1,0.348,GirlzLuhDev,0.82,187246.0,0.555,0.0,0.121,-7.114,0.152,103.039,0.5539999999999999,65.0,0
